CD Rank,State,Colleges,Institution Type,Intake AY 2024-25,Intake AY 2025-26,Remarks
1,"Andaman &
Nicobar","Andaman & Nicobar Islands Institute of
Medical Sciences, Port Blair",Govt.,114,114,
2,Andhra Pradesh,ACSR Govt Medical COllege Nellore,Govt.,175,175,
3,Andhra Pradesh,"All India Institute of Medical Sciences,
Mangalagiri, Vijayawada",Govt.,125,125,
4,Andhra Pradesh,"Alluri Sitaram Raju Academy of Medical
Sciences, Eluru",Trust,250,250,
5,Andhra Pradesh,"Andhra Medical College, Visakhapatnam",Govt.,250,250,
6,Andhra Pradesh,"Apollo Institute of Medical Sciences and
Research, Chittoor",Society,150,150,
7,Andhra Pradesh,"Dr. P.S.I. Medical College , Chinoutpalli",Trust,150,150,
8,Andhra Pradesh,"Fathima Instt. of Medical Sciences,Kadapa",Trust,100,100,
9,Andhra Pradesh,"Gayathri Vidya Parishad Institute of Health
Care & Medical Technology, Visakhapa",Society,200,200,
10,Andhra Pradesh,"GITAM Institute of Medical Sciences and
Research, Visakhapatnam",Private,150,150,
11,Andhra Pradesh,"Goverment Medical College, Kadapa",Govt.,175,175,
12,Andhra Pradesh,"GOVERNMENT MEDICAL COLLEGE
MACHILIPATNAM",Govt.,150,150,
13,Andhra Pradesh,"GOVERNMENT MEDICAL COLLEGE
RAJAMAHENDRAVARAM ANDHRA
PRADESH",Govt.,150,150,
14,Andhra Pradesh,Government Medical College Srikakulam,Govt.,200,200,
15,Andhra Pradesh,"Government Medical College,
Anantapuramu",Govt.,200,200,
16,Andhra Pradesh,"GOVERNMENT MEDICAL COLLEGE, ELURU,
AP",Govt.,150,150,
17,Andhra Pradesh,"Government medical college, Nandyal,
Andhra Pradesh",Govt.,150,150,
18,Andhra Pradesh,"Government Medical College, Paderu,
Visakhapatnam, AP",Govt.,50,50,
19,Andhra Pradesh,GOVERNMENT MEDICAL COLLEGE-VIZIANAGARAM,Govt.,150,150,
20,Andhra Pradesh,"Government Siddhartha Medical College,
Vijayawada",Govt.,175,175,
21,Andhra Pradesh,"Great Eastern Medical School and
Hospital,Srikakulam",Trust,150,150,
22,Andhra Pradesh,"GSL Medical College, Rajahmundry",Trust,250,250,
23,Andhra Pradesh,"Guntur Medical College, Guntur",Govt.,250,250,
24,Andhra Pradesh,"Katuri Medical College, Guntur",Trust,150,150,
25,Andhra Pradesh,"Konaseema Institute of Medical Sciences
& Research Foundation, Amalapuram",Trust,200,200,
26,Andhra Pradesh,"Kurnool Medical College, Kurnool",Govt.,250,250,
27,Andhra Pradesh,"Maharajah Institute of Medical Sciences,
Vizianagaram",Trust,200,200,
28,Andhra Pradesh,"Narayana Medical College, Nellore",Trust,250,250,
29,Andhra Pradesh,"Nimra Institute of Medical Sciences,
Krishna Dist., A.P.",Society,150,200,
30,Andhra Pradesh,"NRI Institute of Medical Sciences,
Visakhapatnam",Trust,150,250,
31,Andhra Pradesh,"NRI Medical College, Guntur",Trust,200,200,
32,Andhra Pradesh,"P E S Institute Of Medical Sciences and
Research, Kuppam",Trust,150,150,
33,Andhra Pradesh,"Governmet Medical College, Ongole
(previously, Rajiv Gandhi Institute of
Medical Sciences,Ongole, AP)",Govt.,120,150,
34,Andhra Pradesh,"RANGARAYA MEDICAL COLLEGE,
KAKINADA",Govt.,250,250,
35,Andhra Pradesh,"S V Medical College, Tirupati",Govt.,240,240,
36,Andhra Pradesh,"Santhiram Medical College, Nandyal",Trust,150,250,
37,Andhra Pradesh,"Sri Balaji Medical College Hospital and
Research Institute Tirupati",Trust,150,150,
38,Andhra Pradesh,"SVIMS-SRI PADMAVATHI MEDICAL
COLLEGE FOR WOMEN, SVIMS CAMPUS,
ALIPIRI ROAD, TIRU",Govt.,175,175,
39,Andhra Pradesh,"Viswabharathi Medical College, Kurnool",Society,250,250,
40,Andhra Pradesh,Anna Gowri Medical College and Hospital,Private,0,150,"Approval for New
Establishment
during AY:2025-26"
41,Arunachal Pradesh,"Tomo Riba Institute of Health & Medical
Sciences, Naharlagun",Govt.,100,100,
42,Assam,"All India Institute of Medical Sciences,
Guwahati",Govt.,50,100,
43,Assam,ASSAM MEDICAL COLLEGE,Govt.,200,250,
44,Assam,"Dhubri Medical College, Dhubri",Govt.,100,100,
45,Assam,Diphu Medical College,Govt.,100,100,
46,Assam,"ESIC Medical College and Hospital,
Beltola",Govt.,0,50,"Approval for New
Establishment
during AY:2025-26"
47,Assam,Fakhruddin Ali Ahmed Medical College,Govt. (Society),125,125,
48,Assam,"Gauhati Medical College, Guwahati",Govt.,200,250,
49,Assam,Jorhat Medical College and Hospital,Govt.,125,125,
50,Assam,"Kokrajhar Medical College, Assam",Govt.,100,100,
51,Assam,LAKHIMPUR MEDICAL COLLEGE,Govt.,100,100,
52,Assam,Nagaon Medical College,Govt.,100,100,
53,Assam,"Nalbari Medical College and Hospital,
Assam",Govt.,100,100,
54,Assam,"Silchar Medical College, Silchar",Govt.,125,150,
55,Assam,Tezpur Medical College,Govt.,125,125,
56,Assam,Tinsukia Medical College,Govt.,100,100,
57,Assam,Pragjyotishpur Medical College,Govt.,0,100,"Approval for New
Establishment
during AY:2025-26"
58,Bihar,"All India Institute of Medical Sciences,
Patna",Govt.,125,125,
59,Bihar,"Anugrah Narayan Magadh Medical
College, Gaya",Govt.,120,120,
60,Bihar,"Bhagwan Mahavir Institute of Medical
Sciences, Pawapuri, Nalanda",Govt.,120,120,
61,Bihar,"Darbhanga Medical College, Lehriasarai",Govt.,120,120,
62,Bihar,"Employees State Insurance Corporation
Medical College, Bihta, Patna",Govt.,100,100,
63,Bihar,Government Medical College Purnea,Govt.,100,100,
64,Bihar,"Government Medical College, Bettiah",Govt.,120,120,
65,Bihar,"Himalaya Medical College and Hospital,
Patna, Bihar",Trust,100,150,
66,Bihar,"Indira Gandhi Institute of Medical
Sciences,Sheikhpura, Patna",Govt.,150,150,
67,Bihar,"JANNAYAK KARPOORI THAKUR MEDICAL
COLLEGE AND HOSPITAL, MADHEPURA,
BIHAR",Govt.,100,100,
68,Bihar,"Jawaharlal Nehru Medical College,
Bhagalpur",Govt.,120,120,
69,Bihar,"Katihar Medical College, Katihar",Trust,150,200,
70,Bihar,"Lord Buddha Koshi Medical College and
Hospital, Saharsa",Trust,150,150,
71,Bihar,"Madhubani Medical College, Madhubani",Trust,150,250,
72,Bihar,"Mata Gujri Memorial Medical College
KISHANGANJ",Trust,150,150,
73,Bihar,"Nalanda Medical College, Patna",Govt.,150,150,
74,Bihar,"Narayan Medical College & Hospital,
Sasaram",Trust,250,250,
75,Bihar,"Netaji Subhas Medical College & Hospital,
Amhara, Bihta, Patna",Society,100,150,
76,Bihar,"Patna Medical College, Patna",Govt.,200,200,
77,Bihar,"Radha Devi Jageshwari Memorial
Medical College and Hospital",Society,150,200,
78,Bihar,"Shree Narayan Medical Institute and
Hospital",Trust,150,150,
79,Bihar,"Shri Krishna Medical College, Muzzafarpur",Govt.,120,120,
80,Bihar,MAHABODHI MEDICAL COLLEGE & HOSPITAL,Private,0,100,"Approval for New
Establishment
during AY:2025-26"
81,Bihar,"SHYAMLAL CHANDRASHEKHAR MEDICAL
COLLEGE & S P N M HOPSITAL",Private,0,100,"Approval for New
Establishment
during AY:2025-26"
82,Bihar,"VIRAAT RAMAYAN INSTITUTE OF MEDICAL
SCIENCES",COMPANY,0,50,"Approval for New
Establishment
during AY:2025-26"
83,Chandigarh,"Government Medical College, Chandigarh",Govt.,150,150,
84,Chattisgarh,"All India Institute of Medical Sciences,
Raipur",Govt.,125,125,
85,Chattisgarh,"ABHISHEK I MISHRA MEMORIAL MEDICAL
COLLEGE AND RESEARCH, DURG,
CHHATTISGARH",Private,100,150,
86,Chattisgarh,"Chandulal Chandrakar Memorial Medical
College, Durg",Govt.,200,200,
87,Chattisgarh,"Chhattisgarh Institute of Medical Sciences,
Bilaspur",Govt.,150,150,
88,Chattisgarh,"Government Medical College (Bharat
Ratna Shri Atal Bihari Vajpyee Memorial
Med.",Govt.,125,125,
89,Chattisgarh,"Government Medical College, Ambikapur
(Surguja), Chhattisgarh",Govt.,125,125,
90,Chattisgarh,"Government Medical College, Kanker",Govt.,125,125,
91,Chattisgarh,"Govt Medical College, Mahasamund",Govt.,125,125,
92,Chattisgarh,"Late Shri Baliram Kashyap Memorial
NDMC Govt. Medical College, Jagdalpur",Govt.,125,125,
93,Chattisgarh,"Late Shri Lakhi Ram Agrawal Memorial
Govt. Medical College, Raigarh",Govt.,100,100,
94,Chattisgarh,"Late. Bisahu Das Mahant Memorial
Medical College Korba C.G.",Govt.,125,125,
95,Chattisgarh,"Pt. J N M Medical College, Raipur",Govt.,230,230,
96,Chattisgarh,"Raipur Institute of Medical Sciences
(RIMS), Raipur",Society,150,150,
97,Chattisgarh,Shri Balaji Institute of Medical Science,Society,150,250,
98,Chattisgarh,"SHRI RAWATPURA SARKAR INSTITUTE OF
MEDICAL SCIENCES AND RESEARCH,
RAIPUR, CHHATT",Trust,150,100,
99,Chattisgarh,"SHRI SHANKARACHARYA INSTITUTE OF
MEDICAL SCIENCES",Society,150,250,
100,"Dadra and Nagar
Haveli","NAMO Medical Education and Research
Institute, Silvassa",Govt.,177,177,
101,Delhi,"All India Institute of Medical Sciences,
New Delhi",Govt.,132,132,
102,Delhi,"Army College of Medical Sciences, New
Delhi",Trust,100,100,
103,Delhi,"Atal Bihari Vajpayee Institute of Medical
Sciences & Dr. Ram Manohar Lohia Hospi",Govt.,100,100,
104,Delhi,"Dr. Baba Saheb Ambedkar Medical
College, Rohini, Delhi",Govt.,125,125,
105,Delhi,"Hamdard Institute of Medical Sciences &
Research, Guru Ravidas marg, Hamdard
Nag",Society,150,0,"Due to Pending
Court Matter"
106,Delhi,"Lady Hardinge Medical College, New Delhi",Govt.,240,240,
107,Delhi,"Maulana Azad Medical College, New Delhi",Govt.,250,250,
108,Delhi,"North Delhi Muncipal Corporation Medical
College, Delhi",Govt.,60,60,
109,Delhi,"University College of Medical Sciences &
GTB Hospital, New Delhi",Govt.,170,169,
110,Delhi,"Vardhaman Mahavir Medical College and
Safdarjung Hospital",Govt.,170,170,
111,Delhi,"ESIC Medical College & Hospital, Basaidarapur,
New Delhi",Govt.,0,50,"Approval for New
Establishment
during AY:2025-26"
112,Goa,"Goa Medical College, Panaji",Govt.,200,200,
113,Gujarat,"All India Institute of Medical Sciences,
Rajkot",Govt.,50,75,
114,Gujarat,"Ananya College of Medicine & Research,
Kalol, Gujarat",Trust,150,150,
115,Gujarat,"B.J. MEDICAL COLLEGE, AHMEDABAD",Govt.,250,250,
116,Gujarat,"Banas Medical college and research
institute, Palanpur, Gujarat",Trust,200,200,
117,Gujarat,Bhagyoday Medical College,Trust,100,100,
118,Gujarat,C. U. Shah Medical College,Trust,100,100,
119,Gujarat,"Dr. M.K. Shah Medical College & Research
Centre, Ahmedabad",Trust,250,250,
120,Gujarat,"Dr. N D Desai Faculty of Medical Science &
Research",Private,150,150,
121,Gujarat,"Dr.Kiran C.Patel Medical College and
Research Institute",Trust,200,150,
122,Gujarat,"GCS Medical College, Ahmedabad",Trust,150,200,
123,Gujarat,GMERS MEDICAL COLLEGE GANDHINAGAR,Govt. (Society),200,200,
124,Gujarat,"GMERS MEDICAL COLLEGE GOTRI
VADODARA",Govt. (Society),200,200,
125,Gujarat,GMERS Medical College Morbi,Govt.,100,100,
126,Gujarat,"GMERS Medical College Panchmahal
Godhra",Govt.,100,100,
127,Gujarat,"GMERS Medical College, Dharpur Patan",Govt. (Society),200,200,
128,Gujarat,"GMERS Medical College, Hadiyol,
Himmatnagar",Govt. (Society),200,200,
129,Gujarat,"GMERS Medical College, Junagadh",Govt. (Society),200,200,
130,Gujarat,"GMERS MEDICAL COLLEGE, NAVSARI",Govt.,100,100,
131,Gujarat,"GMERS Medical College, Porbandar",Govt.,100,100,
132,Gujarat,"GMERS Medical College, Rajpipla",Govt.,100,100,
133,Gujarat,"GMERS Medical College, Sola, Ahmedabad",Govt. (Society),200,200,
134,Gujarat,"GMERS Medical College, Vadnagar,
Mehsana",Govt. (Society),200,200,
135,Gujarat,"GMERS MEDICAL COLLEGE, VALSAD",Govt. (Society),200,200,
136,Gujarat,"Government Medical College, Bhavnagar,
Gujarat",Govt.,200,200,
137,Gujarat,"Government Medical College, Surat",Govt.,250,250,
138,Gujarat,"Gujarat Adani Institute of Medical
Sciences, Bhuj",Trust,150,150,
139,Gujarat,"KIRAN MEDICAL COLLEGE, SURAT,
GUJARAT",Trust,150,150,
140,Gujarat,"MEDICAL COLLEGE, BARODA",Govt.,250,250,
141,Gujarat,"MP SHAH MEDICAL COLLEGE, JAMNAGAR",Govt.,250,250,
142,Gujarat,"Narendra Modi Medical College,
Ahmedabad",Govt.,200,200,
143,Gujarat,"Nootan Medical College and Research
Centre, Mehsana",Trust,150,150,
144,Gujarat,"Pandit deendayal Upadhyay Medical
College, Rajkot",Govt.,200,200,
145,Gujarat,"Parul Institute of Medical Sciences &
Research, Vadodara",Private,150,200,
146,Gujarat,Pramukhswami Medical College,Trust,150,150,
147,Gujarat,"SAL Institute of Medical Sciences,
Ahmadabad",Trust,150,150,
148,Gujarat,"SBKS Medical Instt. & Research Centre,
Vadodra",Trust,250,250,
149,Gujarat,"Shantabaa Medical College, Amreli",Trust,200,150,
150,Gujarat,"Smt. N.H.L.Municipal Medical College,
Ahmedabad",Govt.,250,250,
151,Gujarat,"Surat Municipal Institute of Medical
Education & Research, Surat",Govt.,250,250,
152,Gujarat,"Swaminarayan Institute of Medical
Sciences & Research, Kalol, Gandhinagar,
Gujar",Trust,150,200,"renewal and
increase of seats
subject of review to
the outcome of the
court case and CBI
case"
153,Gujarat,"Zydus Medical College and Hospital,
Dahod",Trust,200,200,
154,Gujarat,"ESIC MEDICAL COLLEGE NARODA
BAPUNAGAR, AHMEDABAD",Govt.,0,50,"Approval for New
Establishment
during AY:2025-26"
155,Gujarat,"Matushri prabhaben khodabhai boghara
medical college & research centre",Private,0,150,"Approval for New
Establishment
during AY:2025-26"
156,Haryana,"Adesh Medical College and Hospital,
Shahabad, Kurukshetra, Haryana",Society,150,250,
157,Haryana,"Al Falah School of Medical Sciences &
Research Centre, Faridabad",Private,150,200,
158,Haryana,"AMRITA SCHOOL OF MEDICINE,
FARIDABAD",Trust,150,150,
159,Haryana,"BPS Government Medical College for
Women, Sonepat",Govt.,120,120,
160,Haryana,"ESIC MEDICAL COLLEGE AND HOSPITAL,
FARIDABAD",Govt.,125,150,
161,Haryana,"Faculty of Medicine and Health Sciences,
Gurgaon (Formarly SGGST Medical College",Trust,150,150,
162,Haryana,"Kalpana Chawala Govt. Medical College,
Karnal, Haryana",Govt.,120,120,
163,Haryana,"M.M. COLLEGE OF MEDICAL SCIENCES &
RESEARCH, AMBALA",Private,150,150,
164,Haryana,"Maharaja Agrasen Medical College,
Agroha",Trust,100,100,
165,Haryana,"Maharishi Markandeshwar Institute Of
Medical Sciences & Research, Mullana,
Ambala",Trust,200,200,
166,Haryana,"N.C. Medical College & Hospital, Panipat",Trust,150,200,
167,Haryana,"Pt B D Sharma Post Graduate Institute of
Medical Sciences, Rohtak",Govt.,250,250,
168,Haryana,"Shaheed Hasan Khan Mewati Government
Medical College, Nalhar",Govt.,120,120,
169,Haryana,"Shri Atal Bihari Vajpayee Government
Medical College, Faridabad",Govt.,100,100,
170,Haryana,"World College of Medical Sciences &
Researc, Jhajjar, Haryana",Trust,150,250,
171,Haryana,"PT NEKI RAM SHARMA GOVERNMENT
MEDICAL COLLEGE, BHIWANI",Govt.,0,100,"Approval for New
Establishment
during AY:2025-26"
172,Haryana,"Maharishi Chyawan Medical College, Koriawas",Govt.,0,100,"Approval for New
Establishment
during AY:2025-26"
173,Himachal Pradesh,"All India Institute of Medical Sciences,
Bilaspur",Govt.,50,100,
174,Himachal Pradesh,"Dr. Radhakrishnan Government Medical
College, Hamirpur, H.P",Govt.,120,120,
175,Himachal Pradesh,"Dr. Rajendar Prasad Government Medical
College, Tanda, H.P",Govt.,120,120,
176,Himachal Pradesh,"Government Medical College, Nahan,
Sirmour H.P.",Govt.,120,120,
177,Himachal Pradesh,"Indira Gandhi Medical College, Shimla",Govt.,120,120,
178,Himachal Pradesh,"MAHARISHI MARKANDESHWAR MEDICAL
COLLEGE & HOSPITAL",Trust,150,150,
179,Himachal Pradesh,"Pt. Jawahar Lal Nehru Government
Medical College, Chamba",Govt.,120,120,
180,Himachal Pradesh,"Shri Lal Bahadur Shastri Government
Medical College, Mandi, HP",Govt.,120,120,
181,Jammu & Kashmir,"All India Institute of Medical Sciences,
Vijaypur",Govt.,62,100,
182,Jammu & Kashmir,"Acharya Shri Chander College of Medical
Sciences, Jammu",Trust,100,150,
183,Jammu & Kashmir,"GOVERNMENT MEDICAL COLLEGE
HANDWARA",Govt.,100,100,
184,Jammu & Kashmir,"Government Medical College, Anantnag",Govt.,100,150,
185,Jammu & Kashmir,"Government Medical College, Baramulla",Govt.,100,150,
186,Jammu & Kashmir,"Government Medical College, Jammu",Govt.,180,201,"one supernumarary
seat for AY:2025-26
only in compliance
order of High Court
Jammu & Kashmir
in writ petition WP
(C) No. 2176 of 2024"
187,Jammu & Kashmir,"Government Medical College, Rajouri, J&K",Govt.,100,100,
188,Jammu & Kashmir,"Government Medical College, Srinagar",Govt.,180,200,
189,Jammu & Kashmir,"Govt Medical College Udhampur, Jammu
& Kashmir",Govt.,100,100,
190,Jammu & Kashmir,GOVT. MEDICAL COLLEGE KATHUA,Govt.,100,150,
191,Jammu & Kashmir,"Govt. Medical College, Doda, Kashmir",Govt.,100,150,
192,Jammu & Kashmir,"Sher-I-Kashmir Instt. Of Medical Sciences,
Srinagar",Govt.,125,125,
193,Jammu & Kashmir,"SHRI MATA VAISHNO DEVI INSTITUTE OF
MEDICAL EXCELLENCE",Private,0,50,"Approval for New
Establishment
during AY:2025-26"
194,Jharkhand,"All India Institute of Medical Sciences,
Deoghar",Govt.,125,125,
195,Jharkhand,"Dumka Medical College, Dighi Dumka",Govt.,100,100,
196,Jharkhand,"HAZARIBAGH MEDICAL COLLEGE
HAZARIBAGH",Govt.,100,100,
197,Jharkhand,"Laxmi Chandravansi Medical College &
Hospital",Trust,100,100,
198,Jharkhand,"M G M Medical College, Jamshedpur",Govt.,100,150,
199,Jharkhand,"Manipal Tata Medical College,Baridih
Jameshedpur",Trust,150,200,
200,Jharkhand,"Medinirai Medical College & Hospital,
Palamu",Govt.,100,100,
201,Jharkhand,"Patliputra Medical College, Dhanbad",Govt.,100,100,
202,Jharkhand,"Rajendra Institute of Medical Sciences,
Ranchi",Govt.,180,180,
203,Jharkhand,"Netaji Subhas Medical College & Hospital,
Seraikala,Jharkhand",Private,0,100,"Approval for New
Establishment
during AY:2025-26"
204,Karnataka,"A J Institute of Medical Sciences &
Research Centre, Mangalore",Trust,200,250,
205,Karnataka,"Adichunchanagiri Institute of Medical
Sciences Bellur",Trust,250,250,
206,Karnataka,"Akash Institute of Medical Sciences &
Research Centre, Devanhalli, Bangalore,
Ka",Trust,150,250,
207,Karnataka,"Al-Ameen Medical College,Bijapur",Trust,150,150,
208,Karnataka,"Bangalore Medical College and Research
Institute Bangalore",Govt.,250,250,
209,Karnataka,"Basaveswara Medical College and
Hospital, Chitradurga",Trust,150,150,
210,Karnataka,"Belagavi Institute of Medical
Sciences,Belagavi, Karnataka",Govt.,150,200,
211,Karnataka,"BGS Global Institute of Medical Sciences,
Bangalore",Trust,150,150,
212,Karnataka,"BGS Medical College and Hospital,
Nagarur, Bengaluru",Private,150,250,
213,Karnataka,"Bidar Institute of Medical Sciences,Bidar",Govt.,150,200,
214,Karnataka,"Chamarajanagar Institute of Medical
sciences, Chamarajanagar",Govt.,150,150,
215,Karnataka,"CHIKKABALLAPUR INSTITUTE OF MEDICAL
SCIENCES",Govt.,100,150,
216,Karnataka,"CHIKKAMAGALURU INSTITUTE OF
MEDICAL SCIENCES, KARNATAKA",Govt.,150,150,
217,Karnataka,"Chitradurga Medical College and Research
Institute, Karnataka",Govt.,150,149,
218,Karnataka,"Dr BR Ambedkar Medical College,
Bangalore",Trust,150,150,
219,Karnataka,"Dr. Chandramma Dayananda Sagar Instt.
of Medical Education & Research,
Harohalli",Trust,150,200,
220,Karnataka,"East Point College of Medical Sciences &
Research Centre, Bangalore",Trust,150,200,
221,Karnataka,"Employees State Insurance Corporation
Medical College, Bangalore",Govt.,150,150,
222,Karnataka,"Employees State Insurance Corporation
Medical College, Kalaburagi, Gulbarga",Govt.,150,150,
223,Karnataka,"Father Mullers Medical College,
Mangalore",Trust,150,150,
224,Karnataka,"Gadag Institute of Medical Sciences,
Mallasamudra, Gadag",Govt.,150,150,
225,Karnataka,"Gulbarga Institute of Medical Sciences,
Gulbarga",Govt.,150,200,
226,Karnataka,"HASSAN INSTITUTE OF MEDICAL SCIENCES,
HASSAN",Govt.,150,200,
227,Karnataka,HAVERI INSTITUTE OF MEDICAL SCIENCES,Govt.,150,150,
228,Karnataka,"Jagadguru Gangadhar Mahaswamigalu
Moorusavirmath Medical College
JGMMMC",Trust,150,200,
229,Karnataka,"Jawaharlal Nehru Medical College,
Belgaum",Trust,200,250,"Increase in seat is
subject to review of
the outcome of
court/CBI case"
230,Karnataka,JJM Medical college,Trust,245,245,
231,Karnataka,"JSS Medical College, Mysore",Trust,250,250,
232,Karnataka,"K V G Medical College, Sullia",Trust,100,150,
233,Karnataka,K.S.HEGDE MEDICAL ACADEMY,Trust,250,250,
234,Karnataka,"Kanachur Institute of Medical Sciences,
Mangalore",Trust,200,200,
235,Karnataka,"Karnataka Institute of Medical Sciences,
Hubballi",Govt.,200,200,
236,Karnataka,"Karwar Institute of Medical Sciences,
Karwar",Govt.,150,150,
237,Karnataka,"KASTURBA MEDICAL COLLEGE
MANGALORE",Trust,250,250,
238,Karnataka,"Kasturba Medical College, Manipal",Trust,250,250,
239,Karnataka,Kempegowda Institute of Medical Sciences,Trust,250,250,
240,Karnataka,"Khaja Bandanawaz University - Faculty of
Medical Sciences, Gulbarga",Trust,150,150,
241,Karnataka,"Kodagu Institute of Medical Sciences,
Kodagu",Govt.,150,150,
242,Karnataka,"Koppal Institute of Medical Sciences,
Koppal",Govt.,150,150,
243,Karnataka,M S RAMAIAH MEDICAL COLLEGE,Trust,150,150,
244,Karnataka,Mahadevappa Rampure Medical College,Trust,150,200,
245,Karnataka,"Mandya Institute of Medical Sciences,
Mandya",Govt.,150,150,
246,Karnataka,"MVJ Medical College and Research
Hospital, Bangalore",Trust,200,250,
247,Karnataka,"MYSORE MEDICAL COLLEGE AND
RESEARCH INSTITUTE, MYSURU",Govt.,200,250,
248,Karnataka,"Navodaya Medical College, Raichur",Trust,200,200,
249,Karnataka,"PES University Institute of Medical
Sciences & Research, Bangalore",Private,100,150,
250,Karnataka,"Raichur Institute Of Medical Science,
Raichur",Govt.,150,200,
251,Karnataka,Rajarajeswari Medical College & Hospital,Trust,250,250,
252,Karnataka,"S R PATIL MEDICAL COLLEGE, HOSPITAL &
RESEARCH CENTRE, BADAGANDI, Bagalkot,
Karn",Trust,100,100,
253,Karnataka,"S S Institute of Medical Sciences&
Research Centre, Davangere",Trust,200,200,
254,Karnataka,"S. Nijalingappa Medical College & HSK
Hospital & Research Centre, Bagalkot",Trust,250,250,
255,Karnataka,"Sapthagiri Institute of Medical Sciences &
Research Centre, Bangalore",Trust,250,250,
256,Karnataka,"SDM College of Medical Sciences &
Hospital, Sattur, Dharwad",Trust,150,150,
257,Karnataka,"Shimoga Institute of Medical Sciences,
Shimoga",Govt.,150,150,
258,Karnataka,"Shri Atal Bihari Vajapayee Medical College
and Research Institute, Bengaluru,",Govt.,150,200,
259,Karnataka,"Shri B M Patil Medical College, Hospital &
Research Centre, Vijayapura(Bijapur",Trust,200,250,
260,Karnataka,"Shridevi Institute of Medical Sciences &
Research Hospital, Tumkur",Trust,150,250,
261,Karnataka,"Siddaganga Medical College and Research
Institute, Tumakuru",Private,150,200,
262,Karnataka,"Sri Chamundeshwari Medical College
Hospital & Research Institute,
Ramanagara, Ka",Trust,150,150,
263,Karnataka,Sri Devaraj Urs Medical College,Trust,200,200,
264,Karnataka,"Sri Madhusudan Sai Institute of Medical
Sciences and Research",Trust,50,50,
265,Karnataka,"Sri siddhartha Institute of Medical
Sciences & Research Centre, Bangalore",Trust,150,150,
266,Karnataka,"Sri Siddhartha Medical College, Tumkur",Trust,200,250,
267,Karnataka,"Srinivas Institute of Medical Research
Centre, Srinivasnagar, mangalore",Trust,200,250,
268,Karnataka,"St. Johns Medical College, Bangalore",Trust,150,150,
269,Karnataka,"Subbaiah Institute of Medical Sciences,
Shimoga, Karnataka",Trust,200,250,
270,Karnataka,"The Oxford Medical College, Hospital &
Research Centre, Bangalore",Society,200,200,
271,Karnataka,"Vijaynagar Institute of Medical Sciences,
Bellary",Govt.,200,250,
272,Karnataka,"Vydehi Institute Of Medical Sciences &
Research Centre, Bangalore",Trust,250,250,
273,Karnataka,YADGIRI INSTITUTE OF MEDICAL SCIENCES,Govt.,150,150,
274,Karnataka,"Yenepoya Medical College, Mangalore",Trust,250,250,
275,Karnataka,"FAROOKH ACADEMY OF MEDICAL
EDUCATION HOSPITAL AND RESEARCH
INSTITUTE",Private,0,100,"Approval for New
Establishment
during AY:2025-26"
276,Kerala,"Al-Azhar Medical College and Super
Speciality Hospital, Thodupuzha",Trust,150,250,
277,Kerala,"Amala Institute of Medical Sciences,
Thrissur",Trust,100,100,
278,Kerala,"Amrita School of Medicine, Elamkara,
Kochi",Trust,150,149,
279,Kerala,"Azeezia Instt of Medical
Science,Meeyannoor,Kollam",Trust,100,100,
280,Kerala,Believers Church Medical College Hospital,Trust,100,100,
281,Kerala,"Dr. Moopen s Medical College, Wayanad,
Kerala",Trust,150,150,
282,Kerala,"Dr. Somervell Memorial CSI Medical
College & Hospital",Trust,150,150,
283,Kerala,"Government Medical College (Institute of
Integrated Medical Sciences), Yakkara,",Govt.,100,100,
284,Kerala,Government Medical College Idukki,Govt.,100,100,
285,Kerala,"GOVERNMENT MEDICAL COLLEGE KONNI,
PATHANAMTHITTA",Govt.,100,100,
286,Kerala,"Government Medical College, Ernakulam",Govt.,110,110,
287,Kerala,"Government Medical College, Kottayam",Govt.,175,175,
288,Kerala,"Government Medical College, Kozhikode,
Calicut",Govt.,250,250,
289,Kerala,"Government Medical College, Manjeri,
Malapuram Dist.",Govt.,110,110,
290,Kerala,"Government Medical College, Parippally,
Kollam",Govt.,110,110,
291,Kerala,"Government Medical College, Thrissur",Govt.,175,175,
292,Kerala,"Govt. Medical College,Pariyaram, Kannur",Govt.,100,100,
293,Kerala,"Jubilee Mission Medical College &
Research Institute, Thrissur",Trust,100,150,
294,Kerala,"Karuna Medical College, Palakkad",Trust,100,150,
295,Kerala,"KMCT Medical College,Kozhikode, Calicut",Trust,250,250,
296,Kerala,"M E S Medical College , Perintalmanna
Malappuram Distt.Kerala",Trust,150,150,
297,Kerala,"Malabar Medical College,
Kozhikode,Calicut",Trust,200,250,
298,Kerala,"Malankara Orthodox Syrian Church
Medical College",Trust,100,100,
299,Kerala,"Medical College, Thiruvananthapuram",Govt.,250,250,
300,Kerala,"Mount Zion Medical College, Chayalode,
Ezhamkulam Adoor, Pathanamthitta",Society,150,150,
301,Kerala,"P K Das Institute of Medical Sciences,
Palakkad, Kerala",Trust,200,250,
302,Kerala,"PALAKKAD INSTITUTE OF MEDICAL
SCIENCES",Trust,150,100,
303,Kerala,"Pushpagiri Institute Of Medical Sciences
and Research Centre, Tiruvalla",Trust,100,100,
304,Kerala,"Sree Gokulam Medical College Trust &
Research Foundation, Trivandrum",Trust,150,150,
305,Kerala,"Sree Narayana Instt. of Medical Sciences,
Chalakka,Ernakulam",Trust,150,150,
